col0,col1,col2
"Embassy of Germany, Sanaa",Sana'a,Sana'a
"Embassy of Germany, The Hague",The Hague,Huis Schuylenburch
"Embassy of Germany, Yangon",Bahan Township,Yangon
"Embassy of Germany, Podgorica",Podgorica Municipality,Podgorica
"Embassy of Germany, Muscat",Muscat Governorate,Muscat
"Embassy of the United States, Nouakchott",Nouakchott-Ouest Region,Nouakchott
"Embassy of Germany, Rabat",Hassan,Rabat
"Embassy of the United States, Stockholm",Östermalm,Stockholm
"Embassy of Germany, Mexico City",Miguel Hidalgo,Mexico City
"Embassy of Germany, Skopje",Karpoš Municipality,Skopje
"Embassy of Germany, Riyadh",Irqah,Diplomatic Quarter in Riyadh
"Embassy of Germany, Singapore",Central Singapore Community Development Council,Singapore Land Tower
"Embassy of Germany, Lomé",Lomé,Kodjoviakopé
"Embassy of Germany, Seoul",Jung District,Hoehyeon-dong
"Embassy of Germany, Harare",Harare Province,Harare
"Embassy of Germany, Kampala",Kampala District,Kampala
"Embassy of Germany, Dar es Salaam",Kivukoni,Dar es Salaam
"Embassy of Germany, Ljubljana","Center, Ljubljana",Ljubljana
embassy of Liechtenstein in Belgium,Brussels,Hoekgebouw in neoclassicistische stijl
embassy of United Arab Emirates in Belgium,Brussels,Delune House
