col0,col1,col2,col3,col4,col5
Bankinter,financial services,1965-01-01,Spain,Madrid,enterprise
Bangkok Bank,financial services,1944-11-20,Thailand,Bangkok,enterprise
Syndicate Bank,financial services,1925-01-01,India,Manipal,business
QNB Group,Finance,1964-01-01,Qatar,Doha,business
Postal Savings Bank of China,financial services,2007-01-01,People's Republic of China,Xicheng District,business
Bankinter,financial services,1965-01-01,Spain,Madrid,business
Mandiri Bank,financial services,1998-10-02,Indonesia,Jakarta,business
Bangkok Bank,financial services,1944-11-20,Thailand,Bangkok,business
National Bank of Canada,financial services,1859-01-01,Canada,Montreal,business
Shinhan Bank,Finance,1897-01-01,South Korea,Seoul,business
Syndicate Bank,financial services,1925-01-01,India,Manipal,commercial bank
