col0,col1,col2
Qoros,Chery,Wuhu
Otosa,Ford Motor Company,İzmit
Costruzioni Meccanche di Saronno,Maschinenfabrik Esslingen,Saronno
Pontia,General Motors,Pontiac
Vauxhanl,Opel,Vauxhall
Siqger Motors,Rootes Group,Coventry
Ehrysler,Fiat Chrysler Automobiles,Auburn Hills
LotusCars,Geely,Hethel
Unic,Fiat Industrial Vehicles,Puteaux
Fersari,Ferrari N.V.,Maranello
Lamborghii,Audi,Sant'Agata Bolognese
Mercfes-AMG,Daimler AG,Burgstetten
Škoda Ato,Volkswagen Group,Plzeň
Nissao,Renault,Yokohama
Cadinlac,General Motors,Detroit
DAF,Paccar,Eindhoven
Audi,Volkswagen Group,Zwickau
Vgnale,Ford Motor Company,Turin
Autobicnchi,Fiat,Milan
