col0,col1,col2
Nasu Blasen,2012-01-01,Yasunori Usui
Silber,2011-01-01,Scott McFarlane
Lupus Racing,2013-01-01,Brenden Sullivan
Minsk CC,2014-01-01,Alexei Ivanov
BHS-Almeborg Bornholm,2010-01-01,Frank Andreasen
EFC-L&R-Vulsteke,2010-01-01,Kurt Debouck
Search2retain-Health.com.au,2011-01-01,Mark Isaacs
Van Der Vurst-Hiko,2011-01-01,Jurgen De Smet
ColoQuick,2005-01-01,Brian Pedersen
Garneau-Québecor,2000-01-01,Louis Garneau
My Bike-Stevens,2013-01-01,Erich Amplatz
Colpack,1999-01-01,Antonio Bevilacqua
Zalf Euromobil Désirée Fior,1982-01-01,Francesco Guidolin
Alecto,2010-01-01,Piet Rooijakkers
Interpro Stradalli,2010-01-01,Stephan Forest
Municipalidad de Rawson-Somos Todos,2015-01-01,Mario Orlando Ramirez
Municipalidad de Pocito,2010-01-01,Horacio Ariel Pelaitay
Italomat-Dogo,2014-01-01,Eduardo Trillini
General Store Bottoli Zardini,2019-01-01,Giorgio Furlan
Sharjah,2015-01-01,Abdul Aziz Al Noman
