col0,col1,col2,col3
Super U-Raleigh-Fiat 1989,1989-01-01,cycling team season,road bicycle racing
Système U 1988,1988-01-01,cycling team season,road bicycle racing
Système U 1987,1987-01-01,cycling team season,road bicycle racing
Système U 1986,1986-01-01,cycling team season,road bicycle racing
Kondor-Campagnolo 1980,1980-01-01,cycling team season,road bicycle racing
Cilo-Aufina 1980,1980-01-01,cycling team season,road bicycle racing
Rauler-Sakae-Rino 1981,1981-01-01,cycling team season,road bicycle racing
Rauler-Gipiemme 1980,1980-01-01,cycling team season,road bicycle racing
HB Alarmsystemen 1981,1981-01-01,cycling team season,road bicycle racing
HB Alarmsystemen 1980,1980-01-01,cycling team season,road bicycle racing
HB Alarmsystemen 1979,1979-01-01,cycling team season,road bicycle racing
Safir-Ludo 1980,1980-01-01,cycling team season,road bicycle racing
Boule d'Or-Sunair-Colnago 1980,1980-01-01,cycling team season,road bicycle racing
Kelme-Gios 1980,1980-01-01,cycling team season,road bicycle racing
Teka 1980,1980-01-01,cycling team season,road bicycle racing
