col0,col1,col2
"Union, Progress and Democracy",civic nationalism,Madrid
Democratic Popular Party,conservatism,Madrid
Falange Española de las JONS,fascism,Madrid
Union of the Democratic Centre,liberalism,Madrid
People's Party,liberalism,Madrid
Communist Party of Spain,communism,Madrid
Party Against Mistreatment to Animals,animal rights,Madrid
POUM,communism,Barcelona
Pirate Party of Spain,Pirate Party,Ulea
Asturian Nationalist Council,Asturian nationalism,Mieres
Republican Left,democratic socialism,León
Canarian Nationalist Party,progressivism,Santa Cruz de Tenerife
Communist Party of the Basque Homelands,Basque nationalism,Vitoria-Gasteiz
Regionalist Party of Cantabria,social liberalism,Santander
Aragonese Party,autonomism,Zaragoza
Republican Social Movement,neo-Nazism,Zaragoza
Carlist Party,workers' self-government,Pamplona
Republican Left of the Valencian Country,Pan-Catalanism,Valencia
Valencian Coalition,Blaverism,Valencia
Andalusian Party,democratic socialism,Seville
