col0,col1,col2,col3,col4
Colegio Mayor San Gregorio,Oviedo,Spain,University of Oviedo,1534-01-01
San Clemente Dormitory,Santiago de Compostela,Spain,University of Santiago de Compostela,1600-01-01
Colegio Mayor de San Ildefonso,Alcalá de Henares,Spain,University of Alcalá,1499-04-22
Colegio Mayor Loyola (Granada),Granada,Spain,University of Granada,1966-01-01
College Ten,Santa Cruz,United States of America,University of California Santa Cruz,2002-01-01
College Nine,Santa Cruz,United States of America,University of California Santa Cruz,2000-01-01
Oakes College,California,United States of America,University of California Santa Cruz,1972-01-01
Jane Franklin Hall,Tasmania,Australia,University of Tasmania,1950-01-01
Colegio Mayor Santa Cruz,Valladolid,Spain,University of Valladolid,1483-01-01
Colegio Mayor Universitario Pedro Cerbuna,Zaragoza,Spain,University of Zaragoza,1929-01-01
Colegio Mayor Miraflores,Zaragoza,Spain,University of Zaragoza,1950-01-01
Colegio Mayor de Oviedo (Salamanca),Salamanca,Spain,University of Salamanca,1521-10-01
Colegio Mayor de Cuenca (Salamanca),Salamanca,Spain,University of Salamanca,1500-01-01
Colegio Mayor Ximénez de Cisneros,Madrid,Spain,Complutense University of Madrid,1943-10-12
Colegio Mayor Universitario Santo Tomás de Aquino,Madrid,Spain,Complutense University of Madrid,1951-01-01
Colegio Mayor Universitario Moncloa,Madrid,Spain,Complutense University of Madrid,1943-01-01
Colegio Mayor Universitario Mendel,Madrid,Spain,Complutense University of Madrid,1968-10-01
Colegio Mayor Universitario Jaime del Amo,Madrid,Spain,Complutense University of Madrid,1967-05-21
