col0,col1,col2,col3,col4
National Park Foundation,150046168,United States of America,"Washington, D.C.",environmental organization
National Council for Science and the Environment,1866732,United States of America,"Washington, D.C.",environmental organization
International Rivers,1802201,United States of America,Oakland,environmental organization
Student Conservation Association,51007381,United States of America,Charlestown,nonprofit organization
Resources for the Future,12859047,United States of America,"Washington, D.C.",nonprofit organization
Rainforest Foundation US,1897762,United States of America,New York City,nonprofit organization
Quebec-Labrador Foundation,1798332,United States of America,Montreal,nonprofit organization
Population Reference Bureau,8349476,United States of America,"Washington, D.C.",nonprofit organization
National Parks Conservation Association,34161289,United States of America,"Washington, D.C.",nonprofit organization
National Park Foundation,150046168,United States of America,"Washington, D.C.",nonprofit organization
