col0,col1,col2
Association of German Transport Companies,1991-01-01,Ingo Wortmann
German alliance for nature conservation,1950-01-01,Kai Niebert
Deutscher Presseclub,1952-01-01,Heinz Murmann
Deutscher Museumsbund,1917-01-01,Eckart Köhne
Deutscher Tierschutzbund,1881-01-01,Thomas Schröder
"Diätverband, Bundesverband der Hersteller von Lebensmitteln für Besondere Ernährungszwecke",1948-01-01,Rolf Janshen
Gesellschaft für Wehr- und Sicherheitspolitik,1952-01-05,Ulrike Merten
Harz Club,1886-08-08,Oliver Junk
Verband der Reservisten der Deutschen Bundeswehr,1960-01-22,Roderich Kiesewetter
HazteOir.org,2001-01-01,Ignacio Arsuaga
Stiftung Familienunternehmen,2002-01-01,Brun-Hagen Hennerkes
Verband Deutscher Kunsthistoriker,1948-01-01,Hans Kauffmann
American Legislative Exchange Council,1973-01-01,John Piscopo
Australians for Constitutional Monarchy,1992-06-04,David Flint
Bund der Historischen Deutschen Schützenbruderschaften,1928-01-01,Emanuel Prinz zu Salm-Salm
Bund für Umwelt und Naturschutz Deutschland,1975-07-20,Hubert Weiger
Bundesverband Erneuerbare Energie,1991-01-01,Simone Peter
Bundesverband Deutscher Zeitungsverleger,1954-01-01,Mathias Döpfner
European Handball Federation,1991-01-01,Michael Wiederer
ADAC,1903-05-24,August Markl
