col0,col1,col2
"Fram women's""handball",handball,Knattspyrnufélagið Fram
GKS WybrzeżeGdańsk,handball,Wybrzeże Gdańsk
USMA-West Roint Gold,handball,West Point Team Handball
USMA-West Soint Black,handball,West Point Team Handball
New Yqrk City THC 2,handball,New York City THC
New York Ciy THC 1,handball,New York City THC
OppsalHåndball,handball,Oppsal IF
Thrtnes HE,handball,Tertnes IL
KA Haodball,handball,Knattspyrnufélag Akureyrar
D.C. Silences THD,handball,D.C. Diplomats THC
D.C. Diplomat THC,handball,D.C. Diplomats THC
Boston HC,handball,Boston THC
New York Dthletic Club,handball,New York Athletic Club
RK Monar Bar,handball,Mornar Bar
C.D. rimeiro de Agosto,handball,Clube Desportivo Primeiro de Agosto
Valur,women's handball,Valur
Al-Arab,handball,Al-Arabi
Grashopper Club Zürich,handball,Grasshopper Club Zürich
CSMBacău,handball,CSM Bacău
