col0,col1,col2,col3
Roman Catholic Diocese of Viseu,Portugal,Roman Catholic Archdiocese of Braga,Roman Rite
Roman Catholic Diocese of Viana do Castelo,Portugal,Roman Catholic Archdiocese of Braga,Roman Rite
Roman Catholic Diocese of Tui-Vigo,Spain,Roman Catholic Archdiocese of Braga,Roman Rite
Roman Catholic Diocese of Canarias,Spain,Rubicon,Roman Rite
Roman Catholic Diocese of Saint-Flour,France,Roman Catholic Archdiocese of Clermont,Roman Rite
Roman Catholic Diocese of Lamego,Portugal,Roman Catholic Diocese of Viseu,Roman Rite
"Roman Catholic Diocese of Guarda, Portugal",Portugal,Roman Catholic Diocese of Viseu,Roman Rite
Roman Catholic Diocese of Carpi,Italy,Roman Catholic Diocese of Reggio Emilia-Guastalla,Roman Rite
Roman Catholic Diocese of Segovia,Spain,Roman Catholic Archdiocese of Toledo,Roman Rite
Roman Catholic Diocese of Alcalá de Henares,Spain,Roman Catholic Archdiocese of Toledo,Roman Rite
Roman Catholic Diocese of Ciudad Real,Spain,Roman Catholic Archdiocese of Toledo,Roman Rite
Roman Catholic Diocese of Susa,Italy,Roman Catholic Archdiocese of Turin,Roman Rite
Roman Catholic Diocese of Pinerolo,Italy,Roman Catholic Archdiocese of Turin,Roman Rite
Roman Catholic Diocese of Pamiers,France,Roman Catholic Archdiocese of Toulouse,Roman Rite
