col0,col1,col2
Roman Catholic Archdiocese of Rabat,Apostolic Prefecture of the Western Sahara,Archbishop of Rabat
Roman Catholic Archdiocese of Madrid,Roman Catholic Diocese of Getafe,archbishop of Madrid
Roman Catholic Archdiocese of Bourges,Roman Catholic Archdiocese of Tours,archbishop of Bourges
Roman Catholic Archdiocese of Santiago de Chile,Roman Catholic Diocese of San Bernardo,Archbishop of Santiago
Roman Catholic Archdiocese of Udine,Roman Catholic Archdiocese of Gorizia,archbishop of Udine
Roman Catholic Archdiocese of Gorizia,Roman Catholic Archdiocese of Udine,archbishop of Gorizia
Roman Catholic Archdiocese of Florence,Roman Catholic Diocese of Fiesole,Archbishop of Florence
Roman Catholic Archdiocese of Đakovo-Osijek,Roman Catholic Diocese of Syrmia,Archbishop of Đakovo-Osijek
Roman Catholic Archdiocese of Cosenza-Bisignano,Roman Catholic Archdiocese of Catanzaro-Squillace,archbishop of Cosenza-Bisignano
Roman Catholic Archdiocese of Pamplona y Tudela,Roman Catholic Diocese of Jaca,archbishop of Pamplona and Tudela
Roman Catholic Archdiocese of Strasbourg,Roman Catholic Diocese of Speyer,Archbishop of Strasbourg
Roman Catholic Archdiocese of Marseille,Roman Catholic Diocese of Fréjus-Toulon,Archbishop of  Marseille
Roman Catholic Archdiocese of Mérida-Badajoz,Roman Catholic Diocese of Coria-Cáceres,Archbishop of Mérida-Badajoz
Roman Catholic Archdiocese of Oviedo,Roman Catholic Diocese of Mondoñedo-Ferrol,archbishop of Oviedo
Roman Catholic Archdiocese of Lyon,Roman Catholic Diocese of Autun,Archbishop of Lyon
Roman Catholic Archdiocese of Aix,Roman Catholic Diocese of Fréjus-Toulon,Archbishop of Aix-en-Provence et Arles
Roman Catholic Archdiocese of Zadar,Roman Catholic Diocese of Gospić-Senj,Archbishop of Zadar
Roman Catholic Archdiocese of Zagreb,Roman Catholic Diocese of Celje,Archbishop of Zagreb
Roman Catholic Archdiocese of Paris,Roman Catholic Diocese of Saint-Denis,archbishop
Roman Catholic Archdiocese of Munich and Freising,Roman Catholic Archdiocese of Salzburg,Archbishop of Munich and Freising
