col0,col1,col2,col3
TREVA Entertainment,My Baby Pet Hotel 3D,Burgthann,Gesellschaft mit beschränkter Haftung
Crows Crows Crows,"Dr. Langeskov, The Tiger and The Terribly Cursed Emerald: A Whirlwind Heist",Berlin,Gesellschaft mit beschränkter Haftung
EnjoyUp Games,Rock 'N Racing Off Road,Barcelona,S.L.
Idea,Sturmtruppen: The Videogame,Casciago,società a responsabilità limitata
Krillbite Studio,Among the Sleep,Oslo,aksjeselskap
HexWar Games,Tank Battle: Blitzkrieg,Elgin,company
Gunjin Games Limited,Auto Warriors - Tactical Car Combat,Brighton,company
Raw Fury,Kingdom,Stockholm,aktiebolag
HumaNature Studios,Doki-Doki Universe,Albany,corporation
Osgoode Media,Target of Desire: Episode 1,United States of America,corporation
Dilmer Games,Cubiques,South Jordan,limited liability company
LavaMind,Zapitalism,San Francisco,limited liability company
Artifex Mundi,Lost Grimoires 3: The Forgotten Well,Katowice,joint-stock company
Loveshack Entertainment,Framed,Melbourne,"Australian Proprietary Company, Limited By Shares"
Cardboard Keep,Witch Thief,Canberra,"Australian Proprietary Company, Limited By Shares"
Bithell Games,Thomas Was Alone,London,company
Pixel Wizards,Chessaria: The Tactical Adventure,Paris,Société par actions simplifiée
Robot Invader,Wind-up Knight,Menlo Park,corporation
Sabarasa Entertainment,Primrose,California,corporation
Wx3 Labs,Starcom: Nexus,Watertown,limited liability company
