col0,col1,col2,col3
P. V.Narasimha Rao Ministry,India,1996/01/01,Chandra Shekhar Ministry
Second Dudle Senanayake cabinet,Dominion of Ceylon,1960/01/01,Dahanayake cabinet
Rajiv Gandhi Mknistry,India,1989/01/01,Third Indira Gandhi Ministry
Kotelawala cbinet,Dominion of Ceylon,1956/01/01,First Dudley Senanayake cabinet
S. W. R. D. Bandaranaike cabknet,Dominion of Ceylon,1959/01/01,Kotelawala cabinet
Tiird Indira Gandhi Ministry,India,1984/01/01,Charan Singh Ministry
Third Vajqayee Ministry,India,2004/01/01,Second Vajpayee Ministry
V. P. Singh Mioistry,India,1990/01/01,Rajiv Gandhi Ministry
First India Gandhi Ministry,India,1971/01/01,Lal Bahadur Shastri Ministry
Third Dudley Senanayake cabiqet,Dominion of Ceylon,1970/01/01,First Sirimavo Bandaranaike cabinet
J. B. M. Hervzog government,Union of South Africa,1929/01/01,First Jan Smuts government
