col0,col1,col2,col3,col4
Florida Coastal School of Law,"8787 Baypine Road, Jacksonville, FL, 32256",law school,1996-01-01,special focus four-year: law schools
Globe University/Minnesota School of Business,"3680 Pheasant Ridge Dr NE, Blaine, MN, 55449",business school,1877-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Five Towns College,"305 North Service Road, Dix Hills, NY, 11746-5871",business school,1972-01-01,very high undergraduate
Global Health College,"6101 Stevenson Avenue, Alexandria, VA, 22304",college,2004-01-01,special focus two-year colleges: health professions
Grantham University,"16025 West 113th Street, Lenexa, KS, 66219",university,1951-01-01,master's colleges and universities: larger programs
Globe University/Minnesota School of Business,"3680 Pheasant Ridge Dr NE, Blaine, MN, 55449",university,1877-01-01,baccalaureate/associate's colleges: mixed baccalaureate/associate's
Full Sail University,"3300 University Blvd, Winter Park, FL 32792-7429",university,1972-01-01,master's colleges and universities: larger programs
Institute of Business & Medical Careers,"3842 South Mason Street, Fort Collins, CO, 80525",private for-profit educational institution,1987-01-01,special focus two-year colleges: health professions
New Castle School of Trades,"4117 Pulaksi Road, New Castle, PA, 16101",private for-profit educational institution,1945-01-01,associate's colleges: high career & technical-mixed traditional/nontraditional
TESST College of Technology,"1520 South Caton Ave, Baltimore, MD, 21227-1063",private for-profit educational institution,1957-01-01,special focus two-year colleges: technical professions
