col0,col1,col2,col3,col4
Chemotherapy With or Without Bevacizumab in Treating Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma,402,Puerto Rico,fluorouracil,2018-06-05
"Phase I, Randomized, Double-blinded, Placebo-Controlled Dose De-escalation Study to Evaluate Safety and Immunogenicity of Alum Adjuvanted Zika Virus Purified Inactivated Vaccine (ZPIV) in Adults in a Flavivirus Endemic Area",90,Puerto Rico,placebo,2019-07-18
Blood Levels of Anti-HIV Drugs Used in Combination Regimens in HIV Infected Children,75,Puerto Rico,nevirapine,2009-04-01
VERxVE Study on Efficacy and Safety of Nevirapine XR in Comparison to Nevirapine IR With Truvada in Naive HIV+ Patients,1068,Puerto Rico,nevirapine,2011-11-01
Very Early Intensive Treatment of HIV-Infected Infants to Achieve HIV Remission,905,Puerto Rico,nevirapine,2022-04-01
ABLE: Abilify in Bipolar Disorder for Long-term Effectiveness,127,Hong Kong,valproic acid,2011-11-01
Calcium Gluconate and Magnesium Sulfate in Preventing Neurotoxicity in Patients With Colon Cancer or Rectal Cancer Receiving Oxaliplatin-Based Combination Chemotherapy,362,Puerto Rico,magnesium sulfate,2013-03-01
Effect of Isotretinoin on Immune Activation Among HIV-1 Infected Subjects With Incomplete CD4+ T Cell Recovery,76,Puerto Rico,isotretinoin,2016-08-01
Metabolic Side-effects for Second-generation Antipsychotics,241,Hong Kong,clozapine,2012-12-01
Efficacy Study of Nivolumab Plus Ipilimumab or Nivolumab Plus Chemotherapy Against Chemotherapy in Stomach Cancer or Stomach/Esophagus Junction Cancer,2005,Hong Kong,fluorouracil,2021-03-28
Pembrolizumab (MK-3475) Plus Chemotherapy Versus Placebo Plus Chemotherapy in Participants Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma (MK-3475-859/KEYNOTE-859),780,Hong Kong,fluorouracil,2024-02-02
"Imiquimod, Fluorouracil, or Observation in Treating HIV-Positive Patients With High-Grade Anal Squamous Skin Lesions",150,Puerto Rico,fluorouracil,2019-09-01
Trial of Cilostazol in Symptomatic Intracranial Arterial Stenosis II,457,Hong Kong,cilostazol,2009-01-01
A Study of Capecitabine (Xeloda) in Participants With Advanced or Metastatic Gastric Cancer,316,Hong Kong,fluorouracil,2010-08-01
Safety and Tolerability of ASLAN001 in Combination With Cisplatin and 5-FU or Cisplatin and Capecitabine,31,Hong Kong,fluorouracil,2017-06-12
A Study of Napabucasin (BBI-608) in Combination With FOLFIRI in Adult Patients With Previously Treated Metastatic Colorectal Cancer,1253,Hong Kong,fluorouracil,2020-06-01
Oral Sodium Fusidate (CEM-102) Versus Oral Linezolid for the Treatment of Acute Bacterial Skin and Skin Structure Infections,716,Puerto Rico,fusidic acid,2016-11-01
"Oxaliplatin, Leucovorin Calcium, and Fluorouracil With or Without Celecoxib in Treating Patients With Stage III Colon Cancer Previously Treated With Surgery",2500,Puerto Rico,fluorouracil,2019-12-01
Topiramate Treatment for Patients With Epilepsy and Learning Disability : A Prospective Observational Study,50,Hong Kong,topiramate,2012-06-01
Study Comparing Etanercept With Usual DMARD Therapy in Subjects With Rheumatoid Arthritis in the Asia Pacific Region,300,Hong Kong,leflunomide,2009-03-01
A Study to Evaluate Efficacy in Subjects With Esophageal Cancer Treated With Nivolumab and Ipilimumab or Nivolumab Combined With Fluorouracil Plus Cisplatin Versus Fluorouracil Plus Cisplatin,939,Hong Kong,fluorouracil,2020-05-25
"A Study of Nivolumab, Nivolumab Plus Ipilimumab, or Investigator's Choice Chemotherapy for the Treatment of Patients With Deficient Mismatch Repair (dMMR)/Microsatellite Instability High (MSI-H) Metastatic Colorectal Cancer (mCRC)",494,Puerto Rico,fluorouracil,2024-10-30
A Study of IMU-131(HER-Vaxx) and Chemotherapy Compared to Chemotherapy Only in Patients With HER2 Positive Advanced Gastric Cancer,82,Hong Kong,fluorouracil,2020-12-01
