col0,col1,col2
Walmart Canada,Mississauga,Walmart
Asda,Leeds,Walmart
Seiyu Group,Tokyo,Walmart
Mercator,Ljubljana,Agrokor
Defense Commissary Agency,Fort Lee,United States Department of Defense
T & T Supermarket,Richmond,Loblaw Companies
Countdown,Auckland,Progressive Enterprises
Bónus,Reykjavík,Hagar
Budgens,Harefield,Musgrave Group
Food Basics,Toronto,Metro Inc.
No Frills,Toronto,Loblaw Companies
Fry's Food and Drug,Tolleson,Kroger
Fred Meyer,Portland,Kroger
New World,Wellington,Foodstuffs
Harris Teeter,Matthews,Kroger
Smith's Food and Drug,Salt Lake City,Kroger
Vons,Arcadia,Albertsons
Maxima Latvia,Riga,Maxima Group
Zehrs Markets,Ontario,Loblaw Companies
