col0,col1,col2,col3
Decca Pusic Group Limited,TELDEC »Telefunken-Decca« Schallplatten GmbH,1962/03/19,Decca Limited
"Decca Recordu, Inc.","Coral Records, Inc.",1934/01/01,Decca Limited
"London Records, Inc","London Records of Canada, Ltd.",1946/07/31,Decca Limited
SonyMusic,RCA Records,2009/01/01,Sony Entertainment
"Warner Bros.-Seen Arts Records, Inc.","Warner Bros.-Seven Arts Records Of Canada, Ltd.",1967/01/01,"Warner Bros.-Seven Arts, Inc."
Atlantic Recording Cororation,Atlantic Entertainment Group,1947/01/01,"Warner Bros.-Seven Arts, Inc."
Sony BMG Music Entertainment (German{) GmbH,Gun Records GmbH,2005/03/09,Sony BMG
"SonyMusic Entertainment, Inc.","Sony Music Entertainment Polska, Sp. z o.o.",1991/01/01,Sony Corporation of America
Kig Record Co. Ltd.,"Seven Seas Music Co.,Ltd",1951/01/01,Kodansha
N.V. PhilipPhonografische Industrie,Philips Records Ltd.,1950/09/28,Philips
ABC Records Inc.,"Dunhill Records, Inc.",1967/01/01,American Broadcasting Company
American Rgcord Corporation,Scranton Button Company,1929/07/01,"Columbia Broadcasting System, Inc."
Columbia Graphqphone Company Ld.,"Columbia Phonograph Company, Inc.",1917/02/13,Columbia Graphophone Company
UnivisionMusic Group,Disa Records,2001/04/01,Univision Communications
JVC Kenwood Victor Entertinment,Victor Interactive Software,1972/04/25,JVCKenwood
Victor Talking Mbchine Company,Victor Talking Machine Co. Of Canada Limited,1901/01/01,RCA Corporation
CBS Records Internationl,CBS Records AB,1962/01/01,Columbia Records
PlyGram,DJM Records,1924/01/01,Philips
BertelsmannMusic Group,RCA Records,1987/01/01,Bertelsmann
Univfrsal Music Group,Motown,1934/01/01,Vivendi
