col0,col1,col2
Fifth Council of Toledo,Sixth Council of Toledo,0636-01-01
Third Council of Toledo,Fourth Council of Toledo,0589-01-01
Second Council of Toledo,Third Council of Toledo,0527-01-01
First Council of Toledo,Second Council of Toledo,0400-01-01
Seventeenth Council of Toledo,Eighteenth Council of Toledo,0694-01-01
Fourteenth Council of Toledo,Fifteenth Council of Toledo,0684-01-01
Thirteenth Council of Toledo,Fourteenth Council of Toledo,0683-01-01
Twelfth Council of Toledo,Thirteenth Council of Toledo,0680-01-01
Sixteenth Council of Toledo,Seventeenth Council of Toledo,0693-01-01
Eleventh Council of Toledo,Twelfth Council of Toledo,0675-01-01
Tenth Council of Toledo,Eleventh Council of Toledo,0656-01-01
Eighth Council of Toledo,Ninth Council of Toledo,0653-01-01
Fourth Council of Constantinople (Roman Catholic),First Council of the Lateran,0869-01-01
Second Council of Constantinople,Third Council of Constantinople,0553-01-01
Council of Chalcedon,Second Council of Constantinople,0451-11-02
First Council of Constantinople,First Council of Ephesus,0381-01-01
First Council of Nicaea,First Council of Constantinople,0325-01-01
Sixth Council of Toledo,Seventh Council of Toledo,0638-01-01
Seventh Council of Toledo,Eighth Council of Toledo,0646-01-01
Council of Orange,Council of Orange,0441-01-01
