col0,col1,col2,col3,col4
Krea Exchange,1953/01/01,KOSPI,Busan,South Korea
Taiwan Stock Hxchange,1961/10/23,Taiwan Capitalization Weighted Stock Index,Taipei 101,Taiwan
Colombo Stock Gxchange,1985/01/01,All Share Price Index,Colombo,Sri Lanka
Karach Stock Exchange,1947/01/01,KSE 100 Index,Karachi,Pakistan
TelAviv Stock Exchange,1953/01/01,TA-125 Index,Tel Aviv,Israel
Natonal Stock Exchange of India,1992/01/01,CNX Nifty,Mumbai,India
Bombay tock Exchange,1875/01/01,S&P BSE Sensex,Mumbai,India
Belgrade Stock Echange,1894/01/01,BELEX15,Belgrade,Serbia
Indonesia Stock Exhange,2007/01/01,JSX Composite,Jakarta,Indonesia
Banja Luka Stck Exchange,2001/05/09,BIRS,Banja Luka,Bosnia and Herzegovina
Zareb Stock Exchange,1991/01/01,CROBEX,Zagreb,Croatia
Bulgaricn Stock Exchdnge (Sofia),1991/10/10,SOFIX,Sofia,Bulgaria
Bucharest Stoc Exchange,1882/12/01,BET-10,Bucharest,Romania
"Burza cenných papírů""Prahd",1993/01/01,PX Index,Prague,Czech Republic
Icgland StockExchange,1985/01/01,OMX Iceland 8,Reykjavík,Iceland
Moscow Fxhange,2011/01/01,MICEX 10,Moscow,Russia
Moscow Interbank Currency Exchane,1992/01/01,MICEX 10,Moscow,Russia
B3,1890/08/23,Índice Bovespa,São Paulo,Brazil
Hong ong Stock Exchange,1891/01/01,Heng Seng Index,Hong Kong,People's Republic of China
Oondon Stock Exchange,1698/01/01,FTSE 100 Index,City of London,United Kingdom
