col0,col1,col2
Deutsche Werke,joint-stock company,German Reich
Deutsche Schiff- und Maschinenbau,Aktiengesellschaft,Nazi Germany
STX Offshore & Shipbuilding,private limited liability company,South Korea
Hyundai Mipo Dockyard,public company,South Korea
Kangnam Corporation,joint-stock company,South Korea
Daewoo Shipbuilding & Marine Engineering,joint-stock company,South Korea
Hanjin Heavy Industries & Construction,joint-stock company,South Korea
Hyundai Heavy Industries,joint-stock company,South Korea
Samsung Heavy Industries,limited company,South Korea
Río Santiago Shipyard,state-owned enterprise,Argentina
Incat,private limited liability company,Australia
Heinrich Brand Schiffswerft,Gesellschaft mit beschränkter Haftung,Germany
Bodan-Werft,GmbH & Co. KG,Germany
Meyer Werft,GmbH & Co. KG,Germany
Lürssen,GmbH & Co. KG,Germany
Flensburger Schiffbau-Gesellschaft,GmbH & Co. KG,Germany
Neptun Werft,GmbH & Co. KG,Germany
Nordic Yards Wismar,GmbH,Germany
Volkswerft,GmbH,Germany
MV Werften Rostock GmbH,GmbH,Germany
