col0,col1,col2,col3,col4
Pathological Society,London,medical association,1906-01-01,United Kingdom
"Murshidabad Medical College and Hospital, Berhampore",Berhampore,medical association,2012-01-01,India
Midnapore Medical College and Hospital,Medinipur,medical association,2004-01-01,India
Malda Medical College and Hospital,English Bazar,medical association,2011-01-01,India
Sociedad Española de Cardiología,Madrid,medical association,1944-01-01,Spain
International Association for Dental Research,Alexandria,medical association,1920-12-10,United States of America
Iranian Academy of Medical Sciences,Tehran,medical association,1990-01-01,Iran
Faculty of Public Health,London,medical association,1972-01-01,United Kingdom
Catholic Health Association of the United States,"Washington, D.C.",medical association,1915-01-01,United States of America
British Pharmacological Society,London,medical association,1931-01-01,United Kingdom
British Geriatrics Society,London,medical association,1947-01-01,United Kingdom
Brazilian Medical Association,São Paulo,medical association,1951-01-01,Brazil
