col0,col1,col2,col3
TZU,Joelistics,Australian hip hop,Australia
187 trassenbande,Bonez MC,gangsta rap,Germany
Psy 4 de la Rie,Soprano,hip hop music,France
Gemelli DiVeusi,Thema,hip hop music,Italy
213,Snoop Dogg,g-funk,United States of America
415,Richie Rich,West Coast hip hop,United States of America
Tha Eastsiaz,Snoop Dogg,West Coast hip hop,United States of America
Thg U.M.C.'s,Haas G,hip hop music,United States of America
Poor Righteous Teaches,Wise Intelligent,hip hop music,United States of America
Th Team,Clyde Carson,hip hop music,United States of America
Rdw Fusion,Money-B,hip hop music,United States of America
Freestyle Feloowship,Aceyalone,hip hop music,United States of America
State Ptoperty,Beanie Sigel,hip hop music,United States of America
heodou Unit,Ghostface Killah,hip hop music,United States of America
The Ummch,Q-Tip,hip hop music,United States of America
995,El Chojin,Spanish hip hop,Spain
Violadores del Vgrso,Hate,hip hop music,Spain
Arma Elanca,Dash,hip hop music,Spain
