col0,col1,col2
Ramsey Abbey,United Kingdom,Oswald of Worcester
Lindores Abbey,United Kingdom,David of Scotland
Shrewsbury Abbey,United Kingdom,"Roger de Montgomerie, 1st Earl of Shrewsbury"
Clonard Abbey,Ireland,Finnian of Clonard
Inchcolm Abbey,United Kingdom,David I of Scotland
San Giovanni in Fiore Abbey,Italy,Joachim of Fiore
Eastminster,United Kingdom,Edward III of England
Reading Abbey,United Kingdom,Henry I of England
Heiligengrabe Abbey,Germany,"Otto IV, Margrave of Brandenburg-Stendal"
Abbey of Saint-Pierre-sur-Dives,France,Lesceline
Monastery of Benevívere,Spain,Diego Martínez de Villamayor
Sant'Eutizio,Italy,Santo Spes
Badia di Torrechiara,Italy,Pier Maria II de' Rossi
