col0,col1,col2,col3
Max Planck Institute for the Physics of Complex Systems,Informationsdienst Wissenschaft e.V.,1992-11-01,Dresden-concept
Leibniz-Institut für ökologische Raumentwicklung,Leibniz Association,1992-01-01,Dresden-concept
Leibniz Institute for Polymer Research,Leibniz Association,1992-01-01,Dresden-concept
Jackson Laboratory,Carpentries,1929-01-01,New York Genome Center
Memorial Sloan Kettering Cancer Center,"ORCID, Inc.",1884-01-01,New York Genome Center
Kiel Institute for the World Economy,Leibniz Association,1914-02-18,University of Kiel
International Institute of Social History,Fédération internationale des centres d'études et de documentation libertaires,1935-11-25,list of libraries damaged during World War II
National Institute for Health and Welfare,MyData Global,2009-01-01,National Statistical Service
Centre for Modern Oriental Studies,Leibniz Association,1996-01-01,Geisteswissenschaftliche Zentren Berlin
CISPA – Helmholtz Center for Information Security,Helmholtz Association of German Research Centres,2011-10-01,Saarland Informatics Campus
Institute of Botany of the Czech Academy of Sciences,Consortium of European Taxonomic Facilities,1962-01-01,Czech Academy of Sciences
Getty Research Institute,International Confederation of Architectural Museums,1985-01-01,Getty Center
National Center for Atmospheric Research,Scholarly Publishing and Academic Resources Coalition,1960-01-01,World Weather Attribution
