col0,col1,col2,col3
Comarcal Council of Urgell,19,president of Comarcal Council of Urgell,Tàrrega
Comarcal Council of Noguera,19,president of Comarcal Council of Noguera,Balaguer
Comarcal Council of Pla d'Urgell,19,president of Comarcal Council of Pla d'Urgell,Mollerussa
Comarcal Council of Alt Urgell,19,president of Comarcal Council of Alt Urgell,La Seu d'Urgell
Comarcal Council of Priorat,19,president of Comarcal Council of Priorat,Falset
Comarcal Council of Solsonès,19,president of Comarcal Council of Solsonès,Solsona
Comarcal Council of Baix Camp,33,president of Comarcal Council of Baix Camp,Reus
Comarcal Council of Montsià,25,president of Comarcal Council of Montsià,Amposta
Comarcal Council of Pallars Jussà,19,president of Comarcal Council of Pallars Jussà,Tremp
Comarcal Council of Moianès,19,president of Comarcal Council of Moianès,Moià
Comarcal Council of Bages,33,president of Comarcal Council of Bages,Manresa
