col0,col1,col2
Ultonia regiment,Infantry Forces of the Spanish Army,1709-01-01
"31st Mechanized Infantry Regiment ""Asturias""",Infantry Forces of the Spanish Army,1703-01-01
1st King's Immemorial Infantry Regiment of AHQ,Infantry Forces of the Spanish Army,1248-01-01
Hälsinge Regiment,Swedish Army,1630-01-01
Halland Regiment,Swedish Army,1902-01-01
Gotland Infantry Regiment,Swedish Army,1887-01-01
Dalarna Regiment,Swedish Army,1625-01-01
Uppland Regiment,Swedish Army,1626-01-01
Bremen Infantry Regiment,Swedish Army,1682-01-01
Bohuslän Regiment,Swedish Army,1720-12-21
Björneborgs regemente,Swedish Army,1626-01-01
8th Vermont Infantry,Union Army,1862-01-01
3rd Regiment Tennessee Volunteer Infantry,Confederate States Army,1861-01-01
1st Arkansas Mounted Rifles,Confederate States Army,1861-01-01
3d Arkansas Infantry Regiment,Confederate States Army,1861-01-01
Bihar Regiment,Indian Army,1941-01-01
Kumaon Regiment,Indian Army,1788-01-01
The Royal Anglian Regiment,British Army,1964-01-01
92nd (Gordon Highlanders) Regiment of Foot,British Army,1759-01-01
89th (The Princess Victoria's) Regiment of Foot,British Army,1793-01-01
