col0,col1,col2,col3
Imperial Trans-Antarctic Expedition,1914-01-01,1916-01-01,Thomas Crean
Malaspina Expedition,1789-01-01,1794-01-01,Alessandro Malaspina
S. A. Andrée's Arctic Balloon Expedition of 1897,1897-07-11,1897-10-01,Salomon August Andrée
Australasian Antarctic Expedition,1911-12-02,1914-02-26,Xavier Mertz
Nimrod Expedition,1907-08-01,1909-03-01,Robert Falcon Scott
Valdivia expedition,1898-07-31,1899-05-01,Carl Chun
Arabian expedition,1761-01-04,1767-11-01,Peter Forsskål
Discovery Expedition,1901-01-01,1904-01-01,Louis Bernacchi
Amundsen's South Pole expedition,1910-06-03,1912-01-30,Roald Amundsen
1907 Tumuk Humak expedition,1907-07-03,1907-11-24,Harmen Bisschop van Tuinen
Darwin Chilean Initiative (2002 - 2005),2003-01-18,2004-12-09,Martin Fraser Gardner
Apaizac Obeto expedition,2006-06-05,2006-07-15,Jon Maia
1904 Tapanahony expedition,1904-06-01,1904-12-16,Claudius Henricus de Goeje
Francisco Hernández Expedition,1570-01-01,1577-01-01,Francisco Hernández de Toledo
Yellowstone Expedition,1819-01-01,1820-01-01,William Baldwin
United States Antarctic Service Expedition,1939-01-01,1941-01-01,Carl R. Eklund
Kon-Tiki expedition,1947-04-28,1947-08-07,Thor Heyerdahl
Smithsonian–Roosevelt African Expedition,1909-03-23,1910-01-01,Theodore Roosevelt
Mackenzie River expedition,1825-01-01,1827-01-01,John Franklin
Expedition to Lapland,1732-05-12,1732-10-10,Carl Linnaeus
