col0,col1,col2,col3,col4,col5
Mindful Yoga Therapy as an Adjunctive Treatment for PTSD Among OEF/OIF Veterans,phase I clinical trial,0,45,United States of America,2013-04-01
The Effects of Antihistamines on Pre-Pulse Inhibition,phase I clinical trial,117,40,United States of America,2012-01-01
A Study To Evaluate The Effects Of PF-05175157 In Healthy Volunteers,phase I clinical trial,31,55,United States of America,2012-03-01
Alpha-lipoic Acid/L-acetyl Carnitine for Progressive Supranuclear Palsy,phase I clinical trial,11,75,United States of America,2010-09-14
Safety Study of HPV DNA Vaccine to Treat Head and Neck Cancer Patients,phase I clinical trial,2,75,United States of America,2012-04-01
Comparison of the Pharmacokinetics and Safety of Two SAR231893 (REGN668) Drug Products in Healthy Subjects,phase I clinical trial,30,45,United States of America,2012-02-01
BRIM-P: A Study of Vemurafenib in Pediatric Patients With Stage IIIC or Stage IV Melanoma Harboring BRAFV600 Mutations,phase I clinical trial,6,17,Spain,2013-01-01
Study of Brentuximab Vedotin (SGN-35) in Pediatric Participants With Relapsed or Refractory (r/r) Systemic Anaplastic Large-Cell Lymphoma or Hodgkin Lymphoma,phase I clinical trial,36,18,Spain,2012-04-16
A Phase I Study of E7050 in Subjects With Solid Tumors,phase I clinical trial,18,74,Japan,2011-09-01
Japanese Phase 1 Study of GSK2585823,phase I clinical trial,20,45,Japan,2010-11-18
"Phase1 Study of GR121167, Single and Multiple Dose Study in Healthy Japanese Males",phase I clinical trial,18,55,Japan,2011-01-07
A Study of JNJ 10229570-AAA to Evaluate Safety and Tolerability in Japanese Participants With Acne Vulgaris,phase I clinical trial,18,35,Japan,2011-08-01
Single Dose Study With a New Insulin Glargine Formulation and Lantus® in Japanese Patients With Type 1 Diabetes Mellitus,phase I clinical trial,18,65,Japan,2011-11-01
Deep Brain Stimulation for the Treatment of Refractory Bipolar Disorder,phase I clinical trial,6,60,Canada,2011-05-01
