col0,col1,col2
Noragugume - Piazza Iv#Novembre,Noragugume,Macomer 1 - Giannino Caria
FondoFarina,Crotone,I.C. Don Milani Crotone
Gianni Todari,Pontassieve,Pontassieve
Ex LGrassi,Aradeo,Aradeo
Infanzia Ferritr,Villa San Giovanni,Giovanni Xxiii
Sn Bassano,San Bassano,Ic Pizzighettone San Bassano
Ciitella Paganico,Civitella Paganico,Ic Tozzi C.Paganico
Torre Saq Patrzo,Torre San Patrizio,Isc Monte Urano
Spotono,Spotorno,Istituto Comprensivo Spotorno
Santa Croce Camerna,Santa Croce Camerina,Psaumide Camarinense
Cucciaho,Cucciago,I.C. Cucciago-Grandate-Casnate
Bene Xagienna,Bene Vagienna,Bene Vagienna
Via Taeito,Civitanova Marche,Via Tacito
Monumento Ai#Caduti - Loreo,Loreo,Loreo
Infanza Falicetto,Verzuolo,Verzuolo
Vka C.Battisti,Cavallino,Cavallino
Rubiera Cap.-V.Martiri Rgsisten,Rubiera,Rubiera
Is Urigus (San Giovanni Suergju,San Giovanni Suergiu,San Giovanni Suergiu
ia Croclfisso,Cavallino,Cavallino
Sommariva Perno-Cbpoluogo,Sommariva Perno,Sommariva Perno
