col0,col1,col2
The Pacifist,The Pacifist,Essanay Studios
In Real Life,In Real Life,Essanay Studios
The Secret of the Night,The Secret of the Night,Essanay Studios
"My Country, 'Tis of Thee","My Country, 'Tis of Thee",Essanay Studios
The Tigress,The Tigress,Vitagraph Studios
Breaking Into Society,Breaking Into Society,Essanay Studios
The Voice of Conscience,The Voice of Conscience,Essanay Studios
The Broken Heart,The Broken Heart,Essanay Studios
The Way of the World,The Way of the World,Biograph Company
The Witch,The Witch,Eclair (camera)
The Water Rats,The Water Rats,Lubin Manufacturing Company
Toothache,toothache,Kalem Company
