col0,col1,col2
Biophysical Society,United States of America,Rockville
Deutsche Gesellschaft für Politikwissenschaft,Germany,Neubiberg
Royal Society of Chemistry,United Kingdom,Burlington House
Linnean Society of London,United Kingdom,Burlington House
Conservation International,United States of America,Arlington County
European Physical Society,France,Mulhouse
Deutsche Schillergesellschaft,Germany,Marbach am Neckar
Deutsche Gesellschaft zur Erforschung des Politischen Denkens,Germany,Vechta
"Deutsche Gesellschaft für Mund-, Kiefer- und Gesichtschirurgie",Germany,Hofheim am Taunus
Berufsvereinigung der Naturwissenschaftler in der Labordiagnostik,Germany,Hildesheim
German Soil Science Society,Germany,Göttingen
Braunschweigische Wissenschaftliche Gesellschaft,Germany,Brunswick
German Society for Material Science,Germany,Frankfurt am Main
Senckenberg Nature Research Society,Germany,Frankfurt am Main
Estonian Literary Society,Estonia,Tallinn
Deutsche Gesellschaft für Experimentelle und Klinische Pharmakologie und Toxikologie,Germany,Mainz
German Migraine and Headache Society,Germany,Kiel
Deutsche Gesellschaft für Humangenetik,Germany,Bavaria
Egypt Exploration Society,Egypt,London
Deutsches Nationalkomitee Biologie,Germany,Berlin
