col0,col1,col2,col3
Sonnenwagen Aachen,auto racing team,Germany,2015-01-01
Geographische Gesellschaft zu Hannover,registered association,Germany,1878-10-21
Bündnis Bürgerenergie e.V.,registered association,Germany,2014-01-01
Heimatbund und Geschichtsverein Herzogtum Lauenburg,registered association,Germany,1883-01-01
Ringhotels,registered association,Germany,1973-01-25
Bayerischer Landesverein für Familienkunde,registered association,Germany,1922-05-19
Sonnenwagen Aachen,registered association,Germany,2015-01-01
Hanseatic Help,registered association,Germany,2015-01-01
Frankfurter Verein für Luftfahrt,registered association,Germany,1908-01-01
Verein zum Schutz der Bergwelt,registered association,Germany,1900-01-01
Kommunale Arbeitsgemeinschaft Bergisch Land,registered association,Germany,1949-01-01
Gesellschaft für Versicherungswissenschaft und -gestaltung e.V. Köln,registered association,Germany,1947-01-01
