col0,col1,col2,col3
Shriners Hospitals for Children - Northern California,hospital,Shriners Hospitals for Children,Sacramento
Shriners Hospitals for Children - Boston,hospital,Shriners Hospitals for Children,Boston
Salford Royal Hospital,hospital,Salford Royal NHS Foundation Trust,Manchester
Nordland Hospital Bodø,hospital,Nordland Hospital Trust,Bodø
Liverpool Women's Hospital,hospital,Liverpool Women's NHS Foundation Trust,Liverpool
Kingston Hospital,hospital,Kingston Hospital NHS Trust,Kingston upon Thames
Inland Hospital,hospital,Innlandet Hospital Trust,Hamar Municipality
Harrogate District Hospital,hospital,Harrogate and District NHS Foundation Trust,Harrogate
Children's Hospitals and Clinics of Minnesota,hospital,Children's Minnesota,Saint Paul
William Beaumont Hospital,hospital,Beaumont Health,Troy
Olympic Medical Center,medical organization,Olympic Medical Center,Sequim
Maine Medical Center,medical organization,Maine Medical Center,Scarborough
