col0,col1,col2,col3
JQT,2012-02-20,Lee Sun-bin,Seoul
Fiestar,2018-05-15,Yezi,Seoul
Rainbow,2016-01-01,Go Na-eun,Seoul
Nine Muses,2019-02-24,Ryu Se-ra,Seoul
Sistar,2017-01-01,Hyolyn,Seoul
Kara,2016-01-15,Nicole Jung,Seoul
Wonder Girls,2017-01-01,Hyuna,Seoul
4Minute,2016-01-01,Hyuna,Seoul
Arabesque,1984-01-01,Sandra,Offenbach am Main
CoCo,1994-09-30,Maki Miyamae,Tokyo
M.I.L.K,2003-01-01,Seo Hyeon-jin,South Korea
Pristin,2019-05-24,Lim Na-young,Seoul
I.O.I,2017-01-29,Jeon So-mi,Seoul
Nine Muses A,2019-02-24,Kyungri,Seoul
Sistar19,2017-01-01,Hyolyn,Seoul
Ribbon,1995-01-01,Hiromi Nagasaku,Tokyo
LUV,2003-01-01,Oh Yeon-seo,South Korea
Ice Creamusume,2010-10-01,Chao Kuo-jung,Taiwan
Pristin V,2019-05-24,Lim Na-young,Seoul
Onyanko Club,1987-09-20,Maki Takabatake,Tokyo
