col0,col1,col2,col3
Argentina at the 2018 FIFA World Cup,5,association football,Jorge Sampaoli
Russia at the 2018 FIFA World Cup,45,association football,Stanislav Cherchesov
France at the 2018 FIFA World Cup,3,association football,Didier Deschamps
Saudi Arabia at the 2018 FIFA World Cup,64,association football,Juan Antonio Pizzi
South Korea at the 2018 FIFA World Cup,45,association football,Shin Tae-yong
Morocco at the 2018 FIFA World Cup,38,association football,Hervé Renard
Costa Rica at the 2018 FIFA World Cup,23,association football,Óscar Ramírez
Portugal at the 2018 FIFA World Cup,4,association football,Fernando Santos
Belgium at the 2018 FIFA World Cup,3,association football,Roberto Martínez
Poland at the 2018 FIFA World Cup,8,association football,Adam Nawałka
England at the 2018 FIFA World Cup,4,association football,Gareth Southgate
