col0,col1,col2,col3
2019 Bucharest Open,2019-07-21,Women's Tennis Association,Romania
2019 J&T Banka Prague Open,2019-05-04,Women's Tennis Association,Czech Republic
2019 Baltic Open,2019-07-28,Women's Tennis Association,Latvia
2019 Porsche Tennis Grand Prix,2019-04-28,Women's Tennis Association,Germany
2019 Nürnberger Versicherungscup,2019-05-25,Women's Tennis Association,Germany
2019 St. Petersburg Ladies' Trophy,2019-02-03,Women's Tennis Association,Russia
2019 WTA Elite Trophy,2019-10-27,Women's Tennis Association,People's Republic of China
2019 WTA Finals,2019-11-03,Women's Tennis Association,People's Republic of China
2019 WTA Shenzhen Open,2019-01-05,Women's Tennis Association,People's Republic of China
2018 Hong Kong Tennis Open,2018-10-15,Women's Tennis Association,People's Republic of China
