col0,col1,col2
States of Jersey,member of the States of Jersey,Jersey
Government of the United Kingdom,Cabinet of the United Kingdom,United Kingdom
Government of Sweden,Reinfeldt Cabinet,Sweden
Government of Hungary,Minister of Defence of Hungary,Hungary
Government of Ireland,Taoiseach,Ireland
Government of Norway,Minister of Defence,Norway
Government of South Australia,Governor of South Australia,South Australia
Government of Newfoundland and Labrador,Premier of Newfoundland and Labrador,Newfoundland and Labrador
Government of Prince Edward Island,Premier of Prince Edward Island,Prince Edward Island
Government of Nova Scotia,Premier of Nova Scotia,Nova Scotia
