col0,col1,col2,col3,col4
place André-Honnorat,67,avenue de l'Observatoire,France,6th arrondissement of Paris
place Alphonse-Laveran,35,"Rue Saint-Jacques, Paris",France,5th arrondissement of Paris
place Albert-Kahn,64,boulevard Ornano,France,18th arrondissement of Paris
place Arnault-Tzanck,73,avenue de la Porte-Pouchet,France,17th arrondissement of Paris
place Alfred-Sauvy,68,allée Marguerite-Yourcenar,France,15th arrondissement of Paris
place Adolphe-Chérioux,154,rue de Vaugirard,France,15th arrondissement of Paris
place Albert-Londres,20,rue des Frères-d'Astier-de-La-Vigerie,France,13th arrondissement of Paris
place Gambetta,90,avenue Gambetta,France,20th arrondissement of Paris
place Dalida,19,allée des Brouillards,France,18th arrondissement of Paris
place Boulnois,55,rue Bayen,France,17th arrondissement of Paris
place Charles-Fillion,340,place du Docteur-Félix-Lobligeois,France,17th arrondissement of Paris
