col0,col1,col2,col3,col4,col5,col6
Kosmos 2382,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2001-12-01
Kosmos 2418,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2005-12-25
Kosmos 2426,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2006-12-25
Kosmos 2425,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2006-12-25
Kosmos 2433,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2007-10-26
Kosmos 2432,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2007-10-26
Kosmos 2435,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2007-12-25
Kosmos 2436,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2007-12-25
Kosmos 2448,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2008-12-25
Kosmos 2449,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2008-12-25
Kosmos 2461,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-03-01
Kosmos 2460,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-03-01
Kosmos 2458,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2009-12-14
Kosmos 2457,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2009-12-14
Kosmos 2465,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-09-02
Kosmos 2466,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-09-02
Kosmos 2464,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-09-02
Kosmos 2459,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2010-03-01
Kosmos 2456,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2009-12-14
Kosmos 2447,rocket launch,JSC Information Satellite Systems,Russian Space Forces,Blok DM-2,Baikonur Cosmodrome Site 81/24,2008-12-25
