col0,col1,col2
Paulsboro,Eastern Time Zone,Tinicum Township
Avon-by-the-Sea,Eastern Time Zone,Neptune City
Milltown,Eastern Time Zone,East Brunswick
Penns Grove,Eastern Time Zone,Carneys Point Township
Allenhurst,Eastern Time Zone,Interlaken
Midland Park,Eastern Time Zone,Wyckoff
Highlands,Eastern Time Zone,Middletown Township
Keansburg,Eastern Time Zone,Middletown Township
Bay Head,Eastern Time Zone,Point Pleasant Beach
Manasquan,Eastern Time Zone,Point Pleasant Beach
Ringwood,Eastern Time Zone,West Milford
Millstone,Eastern Time Zone,Hillsborough Township
