col0,col1,col2
Old Lakeland High School,Florida,Edward Columbus Hosford
Old Watertown High School,Massachusetts,Charles Brigham
Everett High School,Everett,James Stephen
District Four School,Rhode Island,William R. Walker & Son
Fairmont Senior High School,West Virginia,William B. Ittner
El Paso High School,Texas,Trost & Trost
Denby High School,Detroit,SmithGroup
E.W. Grove Henry County High School,Paris,R. H. Hunt
El Reno High School,Oklahoma,Layton & Forsyth
Eastern High School,Maryland,"James R. Edmunds, Jr."
Edward W. Bok Technical High School,Philadelphia,Irwin T. Catharine
Douglas County High School,Nevada,Frederic Joseph DeLongchamps
