col0,col1,col2
Rabobank 2000,Netherlands,Team Jumbo-Visma
Rabobank 2004,Netherlands,Team Jumbo-Visma
Rabobank 2002,Netherlands,Team Jumbo-Visma
Illes Balears - Banesto 2004,Spain,Movistar Team
Vini Caldirola-Nobili Rubinetterie 2004,Italy,Vini Caldirola
Asics-CGA 1998,Italy,Asics–CGA
Asics-CGA 1997,Italy,Asics–CGA
Mapei-Bricobi 1998,Italy,Mapei
Festina-Lotus 1998,France,Festina
Saeco-Cannondale 1998,Italy,Saeco
Fassa Bortolo 2003,Italy,Fassa Bortolo
Lotto-Mobistar 1999,Belgium,Lotto-Soudal
Lotto-Adecco 2002,Belgium,Lotto-Soudal
US Postal 2003,United States of America,Discovery Channel
US Postal Service 1998,United States of America,Discovery Channel
US Postal 2004,United States of America,Discovery Channel
Phonak Hearing Systems 2004,Switzerland,Phonak Hearing Systems
Riso Scotti-MG Maglificio 1998,Italy,MG Maglificio
TVM-Farm Frites 1998,Kingdom of the Netherlands,TVM
Polti 1998,Italy,Polti
