col0,col1,col2,col3,col4,col5
Taisio,Raisio City Council,Turku,Finland,UTC+02:00,1201/01/01
Nousainen,Nousiainen municipal council,Turku,Finland,UTC+02:00,1867/01/01
Perho,Perho municipal council,Alajärvi,Finland,UTC+02:00,1868/01/01
imitoön,Kimitoön municipal council,Pargas,Finland,UTC+02:00,2009/01/01
Ikaamien,Ikaalinen City Council,Ylöjärvi,Finland,UTC+02:00,1641/01/01
Tääkkylä,Rääkkylä municipal council,Joensuu,Finland,UTC+02:00,1874/01/01
Liseri,Liperi municipal council,Joensuu,Finland,UTC+02:00,1875/01/01
Liekta,Lieksa City Council,Joensuu,Finland,UTC+02:00,1973/01/01
Pomarku,Pomarkku municipal council,Pori,Finland,UTC+02:00,1868/01/01
Urainen,Uurainen municipal council,Jyväskylä,Finland,UTC+02:00,1868/01/01
Toivakna,Toivakka municipal council,Jyväskylä,Finland,UTC+02:00,1910/01/01
