col0,col1,col2,col3,col4
Worker dies in fermentation tank in Montana,1986-03-17,carbon dioxide,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
In-depth survey report: control technology for crystalline silica exposure during pavement milling using a Wirtgen Milling Machine equipped with a vacuum cutting system,2013-05-01,quartz,Stanley A. Shulman,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2004-0145-2941, CH2M Hill Hanford Group, Inc. and United States Department of Energy, Office of River Protection, Richland, Washington",2004-07-01,uranium,Gregory A. Burr,National Institute for Occupational Safety and Health
Health hazard evaluation report: evaluation of metal exposure at a nanoparticle research and development company,2016-03-01,beryllium,Kevin L. Dunn,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2007-0327-3083, findings from industrial hygiene air sampling, ventilation assessment, and",2009-05-01,manufacturing,Kevin H. Dunn,National Institute for Occupational Safety and Health
"Walk-through survey report: styrene and noise exposures during fiber reinforced plastic boat manufacturing at Sea Ray Boats, Inc., Vonore, Tennessee, report no. CT-306-14a",2005-12-01,styrene,Rebecca M. Valladares,National Institute for Occupational Safety and Health
"Health hazard evaluation report, HETA-2004-0100-2946, Transportation Security Administration, Dulles International Airport, Dulles, Virginia",2004-12-01,carbon monoxide,Randy L. Tubbs,National Institute for Occupational Safety and Health
Captain suffers cardiac death while attending training drills - New York,2010-12-12,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter-paramedic suffers sudden cardiac death during ice rescue training - New Hampshire,2011-04-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Major suffers sudden cardiac death during physical fitness training - Kentucky,2010-06-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Firefighter suffers fatal heart attack at fire station after returning from a fire alarm - New York,2014-08-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter suffers cardiac death after responding to a structure fire - New York,2012-07-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Captain suffers a fatal heart attack while participating in fire department physical fitness training program - California,2008-08-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter suffers sudden cardiac death during ladder training - Texas,2012-12-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Lieutenant suffers a fatal cardiac event after completing live fire training - Wisconsin,2009-10-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
"Industrial hygiene report for noise exposure monitoring surveys conducted at three manufacturing plants in Quebec, Canada (June 2003 - January 2004)",2006-07-07,occupational hearing loss,Martha A. Waters,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2000-0410-2891, STN Cushion Company, Thomasville, North Carolina",2002-08-01,propyl bromide,Douglas B. Trout,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2008-0230-3096, report on an investigation of buttermilk flavoring exposures and respiratory health at a bakery mix production facility, General Mills, Los Angeles, California",2009-11-01,acetonylacetone,Greg J. Kullman,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2000-0308-2981, Ikens Hardwood Floor Services, Madison, Wisconsin",2005-09-01,lead,Gregory A. Burr,National Institute for Occupational Safety and Health
Health hazard evaluation report: evaluation of erionite and silica exposure during dirt road maintenance,2014-08-01,quartz,Martin Harper,National Institute for Occupational Safety and Health
