col0,col1,col2,col3,col4,col5
Los Angeles County,1850-01-01,Los Angeles,Bell,United States of America,California
Kings County,1893-01-01,Kings River,Hanford,United States of America,California
Solano County,1850-01-01,Chief Solano,Fairfield,United States of America,California
Sonoma County,1850-01-01,Sonoma,Santa Rosa,United States of America,California
Stanislaus County,1854-01-01,Estanislao,Modesto,United States of America,California
Los Angeles County,1850-01-01,Los Angeles,Beverly Hills,United States of America,California
Kern County,1866-01-01,Kern River,Bakersfield,United States of America,California
Orange County,1889-03-11,orange,Santa Ana,United States of America,California
San Joaquin County,1850-01-01,San Joaquin River,Stockton,United States of America,California
Los Angeles County,1850-01-01,Los Angeles,Burbank,United States of America,California
Alameda County,1853-03-25,Rancho Arroyo de la Alameda,Oakland,United States of America,California
Santa Clara County,1850-01-01,Mission Santa Clara de Asís,San Jose,United States of America,California
Nevada County,1851-01-01,Nevada City,Nevada City,United States of America,California
