col0,col1,col2
flydubai,Dubai International Airport,United Arab Emirates
Tiger Airways,Singapore Changi Airport,Singapore
airBaltic,Riga International Airport,Latvia
Germanwings,Dortmund Airport,Germany
TUI fly Deutschland,Hannover Airport,Germany
Azul Brazilian Airlines,Viracopos International Airport,Brazil
easyJet,Luton Airport,United Kingdom
Western Pacific Airlines,Colorado Springs Airport,United States of America
Song,Orlando International Airport,United States of America
Frontier Airlines,Denver International Airport,United States of America
JetBlue Airways,John F. Kennedy International Airport,United States of America
Vueling,Josep Tarradellas Airport Barcelona-El Prat,Spain
Wizz Air,Budapest Ferenc Liszt International Airport,Hungary
Ryanair,London Stansted Airport,Ireland
Norwegian Air Shuttle,Rome,Norway
Spring Airlines Japan,Narita International Airport,Japan
Air Canada Rouge,Montréal–Pierre Elliott Trudeau International Airport,Canada
NokScoot,Don Mueang International Airport,Thailand
Tigerair Taiwan,Taoyuan International Airport,Taiwan
Flybondi,El Palomar Airport,Argentina
