col0,col1,col2
Digenis Akritas Morphou FC,1991–92 Cypriot Cup,Republic of Cyprus
VfR Aalen,2018–19 3. Liga,Germany
Freiburger FC,1961/1962 German Team Badminton Championships,Germany
FV Illertissen,Regionalliga Bayern 2018/19,Germany
Vyzas F.C.,2013–14 Football League (Greece),Greece
Columbus Crew SC,Hell Is Real Derby,United States of America
Enosis Neon Paralimni FC,1991–92 Cypriot Cup,Republic of Cyprus
Polonia Bydgoszcz,1955 Ekstraklasa,Poland
SG Sonnenhof Großaspach,2018–19 3. Liga,Germany
Leicester City F.C.,1949 FA Cup Final,United Kingdom
Charlton Athletic F.C.,1946 FA Cup Final,United Kingdom
Birmingham City F.C.,1931 FA Cup Final,United Kingdom
Barnsley F.C.,1910 FA Cup Final,United Kingdom
Southampton F.C.,1902 FA Cup Final,United Kingdom
Derby County F.C.,1899 FA Cup Final,United Kingdom
