col0,col1,col2,col3
Hakasalmi Villa,Etu-Töölö,1846-01-01,Helsinki City Museum
Museum of Spirits,Stockholm,1967-01-01,V&S Group
Jim Crow Museum of Racist Memorabilia,Big Rapids,1996-01-01,Ferris State University
Nogueira da Silva Museum,Braga,1975-01-01,Universidade do Minho
Machon Ayalon,Israel,1945-01-01,The council for conservation of heritage sites in israel
Parliament Museum,New Delhi,2006-08-14,Government of India
Román Baldorioty de Castro National Pantheon,Segundo,1992-01-01,Ponce
National Radio Museum,Minxiong,1938-01-01,Central Broadcasting System
Formosa Plastics Group Museum,Guishan,2004-01-01,Formosa Plastics Group
Makah Museum,Neah Bay,1979-01-01,Makah people
Lehi Museum,Tel Aviv,1985-01-01,Ministry of Defense of Israel
Leuchtenberg Gallery,Palais Leuchtenberg,1817-01-01,Eugène de Beauharnais
Museum of Aviation,Robins Air Force Base,1981-01-01,United States Air Force
Museo de la Arquitectura Ponceña,Wiechers–Villaronga House,1996-01-01,Puerto Rico
Indiana State Museum,White River State Park,1869-01-01,Indiana
Bildmuseet,Umeå,1981-01-01,Umeå University
Australian National University Classics Museum,Canberra,1962-01-01,Australian National University
Chunghwa Postal Museum,Zhongzheng District,1965-12-01,Chunghwa Post
