col0,col1,col2
Fast Retailing,UNIQLO,Japan
AG für Verkehrswesen,Lenz & Co.,German Reich
SK C&C,SK Telecom,South Korea
Generali Deutschland,Volksfürsorge,Germany
Holtzbrinck Publishing Group,Droemer Knaur,Germany
EMI,EMI Music Japan,United Kingdom
Ferrovie dello Stato Italiane,Trenitalia,Italy
"Pepco Holdings, Inc.",Potomac Electric Power Company,United States of America
Wyndham Worldwide,Baymont by Wyndham,United States of America
Berkshire Hathaway,Gen Re,United States of America
ZeniMax Media,id Software,United States of America
Activision Blizzard,Blizzard Entertainment,United States of America
