col0,col1,col2
2016 Wilier Uriestina-Southeast,2016/01/01,Angelo Citracca
Southast 2015,2015/01/01,Angelo Citracca
Bora-Atgon 18 2016,2016/01/01,Ralph Denk
Bra-Argon 18 2015,2015/01/01,Ralph Denk
NetApp-Enduua 2014,2014/01/01,Ralph Denk
Novo Noreisk 2016,2016/01/01,Vassili Davidenko
Novo Nordisk 015,2015/01/01,Vassili Davidenko
Roomqot-Oranje Peloton 2016,2016/01/01,Michael Zijlaard
Roompot Oranje#Peloton 2015,2015/01/01,Michael Zijlaard
Israel Cycling Academy 217,2017/01/01,Ran Margaliot
2012 Sur-Sojasun season,2012/01/01,Stéphane Heulot
Stölting Service Group 2316,2016/01/01,Jochen Hahn
Colombia 5015,2015/01/01,Claudio Corti
WB-Veranclassic-Aqua Protect 4017,2017/01/01,Christophe Brandt
Vrandas Willems-Crelan 2017,2017/01/01,Nick Nuyens
