col0,col1,col2,col3
Gladys Knight & the Pips,Georgia,Template:Gladys Knight & the Pips,Grammy Hall of Fame
Die Fantastischen Vier,Stuttgart,Template:Die Fantastischen Vier,1 Live Krone
The Kovenant,Hamar Municipality,Template:The Kovenant,Spellemannprisen for hard rock
KC and the Sunshine Band,Miami,Template:KC and the Sunshine Band,Grammy Award for Album of the Year
Clean Bandit,Cambridge,Template:Clean Bandit,Grammy Award for Best Dance Recording
Pentatonix,Arlington,Template:Pentatonix,Streamy Awards
Satyricon,Oslo,Template:Satyricon,Spellemannprisen for metal
Tenacious D,Los Angeles,Template:Tenacious D,Grammy Award for Best Metal Performance
Laibach,Trbovlje Municipality,Template:Laibach,Viktor
Nightwish,Kitee,Template:Nightwish,MTV Europe Music Award for Best Finnish Act
Rush,Toronto,Template:Rush,Rock and Roll Hall of Fame
Ramones,Forest Hills,Template:Ramones,Rock and Roll Hall of Fame
Lordi,Helsinki,Template:Lordi,Eurovision Song Contest
Mayhem,Oslo,Template:Mayhem,Spellemannprisen for metal
Sigur Rós,Reykjavík,Template:Sigur Rós,Shortlist Music Prize
The Pussycat Dolls,Los Angeles,Template:The Pussycat Dolls,MTV Video Music Award for Best Dance Video
The Beach Boys,Hawthorne,Template:The Beach Boys,Grammy Hall of Fame
Nine Inch Nails,Cleveland,Template:Nine Inch Nails,Grammy Award for Best Metal Performance
Maroon 5,Los Angeles,Template:Maroon 5,MTV Europe Music Award for Best New Act
Van Halen,Pasadena,Template:Van Halen,Rock and Roll Hall of Fame
