col0,col1,col2
Bratislava tapestries,Mortlake Tapestry Works,Slovakia
Africa tapestry suite,Maison Hamot,France
Animal Fantasies,Maison Hamot,France
"Abraham and the Three Strangers; The Meeting of Jacob, Rachel and Leah at the Well; Joseph Interpreting the Dreams of Pharaoh",Workshop of Raphaël de la Planche,France
The Story of Gervasius and Protasius,Louvre tapestry workshop,France
The Loves of the Gods,Comans-La Planche,France
Story of Rinaldo and Armida,Comans-La Planche,France
Story of Artemisia,Comans-La Planche,France
Story of Rinaldo and Armida,Comans-La Planche,France
Hunts of King Francis,Comans-La Planche,France
Four tapestries of semi-de-lys with the arms of the chapter of the Cathedral of Reims,Tapisserie d'Aubusson,France
Scenes of Chivalry,Tapisserie d'Aubusson,France
"Four mythological tapestries: The Childhood of Jupiter, Diana and the Nymphs, Zephyr and Flora, Venus and Adonis",Tapisserie d'Aubusson,France
Four Aubusson tapestries of country scenes,Tapisserie d'Aubusson,France
Set of Chinese-style Aubusson tapestries,Tapisserie d'Aubusson,France
