col0,col1,col2,col3,col4,col5
Llanera,José Avelino Sánchez Menéndez,UTC+01:00,mayor of Llanera,13702,Posada de Llanera
Allande,José Antonio Mesa Pieiga,UTC+01:00,mayor of Allande,1648,Pola de Allande
Quirós,Ovidio García García,UTC+01:00,mayor of Quirós,1158,Bárzana
Siero,Ángel García,UTC+01:00,mayor of Siero,51667,Pola de Siero
Aller,Juan Carlos Iglesias,UTC+01:00,mayor of Aller,10613,Cabanaquinta
Llaviana,Julio García Rodríguez,UTC+01:00,mayor of Llaviana,12977,La Pola Llaviana
Cabrales,Carlos Javier Puente Fernández,UTC+01:00,mayor of Cabrales,1960,Carreña
Peñamellera Baja,José Manuel Fernández Díaz,UTC+01:00,mayor of Peñamellera Baja,1226,Panes
Gozón,Ramón Manuel Artime Fernández,UTC+01:00,mayor of Gozón,10333,Lluanco / Luanco
El Franco,Cecilia Pérez Sánchez,UTC+01:00,mayor of El Franco,3796,A Caridá
Bimenes,Aitor García Corte,UTC+01:00,mayor of Bimenes,1681,Martimporra
Parres,José Marcos Gutiérrez Escandón,UTC+01:00,mayor of Parres,5336,Arriondas
Ribadedeva,Jesús Manuel Bordás Vargas,UTC+01:00,mayor of Ribadedeva,1756,Colombres
Candamu,José Antonio García Vega,UTC+01:00,mayor of Candamo,1947,Grullos
Villaviciosa,Alejandro Vega Riego,UTC+01:00,mayor of Villaviciosa,14439,Villaviciosa
