col0,col1,col2,col3
square Pétrelle,rue Pétrelle,48,9th arrondissement of Paris
square Moncey,rue Moncey,130,9th arrondissement of Paris
square La Bruyère,rue Jean-Baptiste-Pigalle,43,9th arrondissement of Paris
square Beaujon,boulevard Haussmann,85,8th arrondissement of Paris
square Rapp,avenue Rapp,57,7th arrondissement of Paris
square Adanson,rue Monge,86,5th arrondissement of Paris
square Lagarde,rue Lagarde,22,5th arrondissement of Paris
square Chauré,rue du Lieutenant-Chauré,60,20th arrondissement of Paris
square Roland-Garros,rue du Capitaine-Ferber,44,20th arrondissement of Paris
square Brizeux,rue de Ménilmontant,125,20th arrondissement of Paris
square Jules-Chéret,rue Mendelssohn,55,20th arrondissement of Paris
square Patenne,rue Frédéric-Loliée,81,20th arrondissement of Paris
square Got,cours de Vincennes,78,20th arrondissement of Paris
