col0,col1,col2
Prabarttak Printing Works,Kolkata,India
Shatabdi Press Private Limited,Kolkata,India
Gebrüder Borchers,Lübeck,Germany
Empresa Gráfica da Bahia,Salvador,Brazil
Pillans & Wilson,City of Edinburgh,United Kingdom
Éditions J. Bourgogne,Château-Thierry,France
Emrik & Binger,Haarlem,Netherlands
Drukkerij Deketelaere,Zedelgem,Belgium
Drukkerij Bevernaege Oudenaarde,Oudenaarde,Belgium
Van Os - De Wolf,Antwerp,Belgium
Katoendrukkerij De Vos en Voortman,Ghent,Belgium
Drukkerij Sansen,West Flanders,Belgium
Republican Casino in Benimodo,Benimodo,Spain
W. Jones,Monmouthshire,Wales
Popularia (J. Rokyta),Prague,Austria-Hungary
Dr. Ed. Grégr a syn,Prague 2,Czech Republic
Pražská akciová tiskárna,New Town,Czech Republic
Papierflieger Verlag,Clausthal-Zellerfeld,Germany
Trefecca Press,Trefeca,United Kingdom
Butler & Tanner,Frome,United Kingdom
