col0,col1,col2,col3
Red Crescent Society of the United Arab Emirates,1983-01-01,United Arab Emirates,Abu Dhabi
Japanese Red Cross Society,1877-05-01,Japan,Tokyo
Pakistan Red Crescent Society,1947-01-01,Pakistan,Islamabad
Bangladesh Red Crescent Society,1973-01-01,Bangladesh,Dhaka
Czech Red Cross,1993-06-05,Czech Republic,Prague
Red Cross Society of China,1904-03-10,People's Republic of China,Beijing
Portuguese Red Cross,1865-01-01,Portugal,Lisbon
Norwegian Red Cross,1865-11-04,Norway,Oslo
Bulgarian Red Cross,1885-09-20,Bulgaria,Sofia
Belgian Red Cross,1863-01-01,Belgium,Brussels
Italian Red Cross,1864-01-01,Italy,Rome
French Red Cross,1864-05-25,France,Paris
British Red Cross,1870-01-01,United Kingdom,London
Swiss Red Cross,1866-07-17,Switzerland,Bern
German Red Cross,1921-01-25,Germany,Berlin
American Red Cross,1881-05-21,United States of America,"Washington, D.C."
Red Cross of Monaco,1948-01-01,Monaco,Monaco
The Netherlands Red Cross,1867-01-01,Netherlands,The Hague
Azerbaijan Red Crescent Society,1920-01-01,Azerbaijan,Baku
Philippine Red Cross,1917-01-01,Philippines,Mandaluyong
