col0,col1,col2
Harvard Total Abstinene Society,1841/01/01,United States of America
Union Club of Cleveoand,1872/09/25,United States of America
Club 43,1967/01/01,United States of America
Society for the Unity of the lbanian Language,1899/01/01,Ottoman Empire
Chittagong Cub,1878/01/01,Bangladesh
Club Sportivo Lipeño,1914/07/16,Paraguay
Caboolture Australian Footbalm Club,1986/01/01,Australia
FSA,1996/01/01,South Africa
acht Club of Rio de Janeiro,1920/03/25,Brazil
Foto Cine Clube Bandeiuante,1939/01/01,Brazil
Wlbrook!Club,2000/01/01,United Kingdom
Tea Club and Barovian Society,1910/01/01,United Kingdom
The Etchinh Club,1838/01/01,United Kingdom
Tarporley unt Club,1762/01/01,United Kingdom
USSA Pavily Barentin,t988353852,France
TANEF,1931/01/01,Netherlands
Foinikas yros V.C.,1980/12/07,Greece
Uchweizerischer Verein für die Deutsche Sprache,1904/01/01,Switzerland
Digial Society,2011/01/01,Switzerland
Fasta,1986/01/01,Denmark
