col0,col1,col2,col3,col4
villa de Cronstadt,69,rue Miguel-Hidalgo,1893-01-01,19th arrondissement of Paris
villa d'Hauterive,46,rue Miguel-Hidalgo,1889-01-01,19th arrondissement of Paris
villa Paul-Verlaine,120,rue Miguel-Hidalgo,1926-01-01,19th arrondissement of Paris
villa Spontini,50,rue Spontini,1884-01-01,16th arrondissement of Paris
villa Souchier,98,rue Eugène-Delacroix,1878-01-01,16th arrondissement of Paris
villa Sommeiller,75,boulevard Murat,1890-01-01,16th arrondissement of Paris
villa Murat,80,boulevard Murat,1881-01-01,16th arrondissement of Paris
villa Victor-Hugo,90,avenue Victor-Hugo,1904-01-01,16th arrondissement of Paris
villa Violet,52,rue des Entrepreneurs,1914-01-01,15th arrondissement of Paris
villa Santos-Dumont,110,rue Santos-Dumont,1926-01-01,15th arrondissement of Paris
