col0,col1,col2,col3
Fixed Combination for Lipid and Blood Pressure Control,FILIP,Perindopril/indapamide,Arterial Hypertension
Clinical Benefit of Spa Care on Severe Radiation-induced Fibrosis After Postoperative Radiotherapy for Breast Cancer,FIBROTHERME,alpha-tocopherol,randomized controlled trial
First Line Metastatic Colorectal Cancer Therapy in Combination With FOLFOX,HORIZON III,fluorouracil,Recentino
Functional Dyspepsia Treatment Trial,FDTT,(RS)-citalopram,bloating
"Saxagliptin Compared to Glimepiride in Elderly Type 2 Diabetes Patients, With Inadequate Glycemic Control on Metformin",GENERATION,metformin,randomized controlled trial
Efficacy and Safety of Idelalisib (GS-1101) in Combination With Bendamustine and Rituximab for Previously Treated Indolent Non-Hodgkin Lymphomas,Bridalveil,rituximab,idelalisib
Therapy of the Overactive Bladder Syndrome,TOBS,solifenacin succinate,frequent urination
Assessment of Dapagliflozin Effect on Diabetic Endothelial Dysfunction of Brachial Artery,ADDENDA,metformin,Flow-mediated dilation
Neoantigen Reactive T Cells Combined With SHR-1210 for Chinese Patients With Advanced Refractory Solid Tumors,NRT-01,fludarabine phosphate,Neoantigenic determinant
Induction Chemotherapy Followed by Cetuximab Plus Definitive Radiotherapy Versus Radiation Plus Cisplatin,INTERCEPTOR,fluorouracil,Induction chemotherapy
Tenofovir Abacavir Platelet Activation Study,TAPAS,abacavir,thromboelastography
Comparison Between Cyclophosphamide and Combination of Methotrexate + Calcineurin Inhibitor for GVHD Prophylaxis,CICLODECH,cyclophosphamide,myelodysplastic syndrome
