col0,col1,col2
Kingfisher Airlines,2012-01-01,Boeing 727
Hapag-Lloyd Express,2007-01-01,Boeing 737
Ada Air,2007-01-01,de Havilland Canada DHC-8-311 Dash 8
Northwest Airlines,2010-01-01,Northwest Airlines fleet
Aero Flight,2005-10-31,Airbus A321
Air Alps,2013-01-01,Dornier 328
Air Moorea,2010-01-01,DHC-6 Twin Otter
Aer Arann,2014-03-19,ATR 42
Nightexpress,2017-01-01,Beechcraft Model 99
Abelag Aviation,2016-01-01,Dassault Falcon 2000
Aeronaut,1928-01-01,F.13
Aero Lloyd,2003-01-01,Caravelle
Aerosvit Airlines,2013-03-05,Boeing 767
AirTran Airways,2014-01-01,Boeing 717
Abakan-Avia,2014-01-01,Il-76
Tiara Air,2016-11-28,Boeing 737
ACES,2003-08-20,F27 Friendship
Rousseau Aviation,1975-01-01,DC-3
Danish Air Lines,1951-01-01,Ju 52
Hapag-Lloyd Flug,2007-04-03,A300
