col0,col1,col2,col3
Conyngham,1014,Luzerne County,UTC−04:00
Dallas,1243,Luzerne County,UTC−04:00
Abbottstown,172,Adams County,UTC−05:00
Avalon,284,Allegheny County,UTC−05:00
Baldwin,370,Allegheny County,UTC−05:00
Austin,1470,Potter County,Eastern Time Zone
Chapman,705,Northampton County,Eastern Time Zone
Bath,432,Northampton County,Eastern Time Zone
Arona,1017,Westmoreland County,Eastern Time Zone
Adamsburg,1155,Westmoreland County,Eastern Time Zone
Emlenton,920,Clarion County,Eastern Time Zone
Berwick,170,Columbia County,Eastern Time Zone
Avoca,735,Luzerne County,UTC−04:00
Duryea,623,Luzerne County,UTC−04:00
Dupont,720,Luzerne County,UTC−04:00
Applewold,790,Armstrong County,UTC−05:00
Arendtsville,214,Adams County,UTC−05:00
Danville,500,Montour County,Eastern Time Zone
South Williamsport,159,Lycoming County,Eastern Time Zone
Rimersburg,1480,Clarion County,Eastern Time Zone
