col0,col1,col2,col3
1966 Helvetia Cup,1966-01-01,Germany national badminton team,Belgium
1981 Helvetia Cup,1981-01-01,France national badminton team,Norway
1968 Helvetia Cup,1968-01-01,Germany national badminton team,Norway
1995 Helvetia Cup,1995-01-01,Ukraine national badminton team,Republic of Cyprus
1997 Helvetia Cup,1997-01-01,France national badminton team,France
1993 Helvetia Cup,1993-01-01,Ukraine national badminton team,Austria
1999 Helvetia Cup,1999-01-01,Ireland national badminton team,Northern Ireland
1977 Helvetia Cup,1977-01-01,GDR national badminton team,Soviet Union
1979 Helvetia Cup,1979-01-01,France national badminton team,Austria
1983 Helvetia Cup,1983-01-01,Germany national badminton team,Switzerland
1985 Helvetia Cup,1985-01-01,Netherlands national badminton team,Poland
1975 Helvetia Cup,1975-01-01,France national badminton team,Belgium
1987 Helvetia Cup,1987-01-01,Germany national badminton team,Northern Ireland
2005 Helvetia Cup,2005-01-01,Ireland national badminton team,Republic of Cyprus
2001 Helvetia Cup,2001-01-01,Switzerland national badminton team,Czech Republic
