col0,col1,col2,col3
2015 Grand Prix of Aargau Canton,181.5,AG2R La Mondiale 2015,2014 Grand Prix of Aargau Canton
2016 Scheldeprijs,207.8,FDJ 2016,2015 Scheldeprijs
2016 Dwars door Vlaanderen,199.7,Fortuneo-Vital Concept 2016,2015 Dwars door Vlaanderen
2016 Nokere Koerse,199.5,FDJ 2016,2015 Nokere Koerse
2016 Gran Premio di Lugano,184.9,Dimension Data 2016,2015 Gran Premio di Lugano
2015 Giro del Piemonte,185.0,AG2R La Mondiale 2015,2012 Giro del Piemonte
2016 Brussels Cycling Classic,199.3,FDJ 2016,2015 Brussels Cycling Classic
2015 Grand Prix Impanis-Van Petegem,199.2,Bretagne-Séché Environnement 2015,2014 Grand Prix Impanis-Van Petegem
2015 Grand Prix de Fourmies,205.0,Lampre-Merida 2015,2014 Grand Prix de Fourmies
2016 Grand Prix Impanis-Van Petegem,200.4,Fortuneo-Vital Concept 2016,2015 Grand Prix Impanis-Van Petegem
2016 Grand Prix de Fourmies,205.0,FDJ 2016,2015 Grand Prix de Fourmies
2016 Paris-Tours,252.5,FDJ 2016,2015 Paris-Tours
2019 Gran Piemonte,183.0,AG2R La Mondiale 2019,2018 Giro del Piemonte
2019 Milano–Torino,179.0,Sunweb 2019,2018 Milano–Torino
2019 Paris-Tours,217.0,Sunweb 2019,Paris-Tours 2018
2019 Grand Prix Impanis-Van Petegem,197.0,2019 Bora-hansgrohe,2018 Grand Prix Impanis-Van Petegem
2019 Grand Prix de Fourmies,205.0,AG2R La Mondiale 2019,2018 Grand Prix de Fourmies
2019 Grand Prix of Aargau Canton,185.9,Akros-Renfer SA 2018,2018 Grand Prix of Aargau Canton
2019 Brabantse Pijl,196.2,Sunweb 2019,2018 Brabantse Pijl
2019 Brussels Cycling Classic,189.4,AG2R La Mondiale 2019,2018 Brussels Cycling Classic
